vote_id,knesset_num,session_id,sess_item_nbr,sess_item_id,sess_item_dscr,vote_item_id,vote_item_dscr,vote_date,vote_time,is_elctrnc_vote,vote_type,is_accepted,total_for,total_against,total_abstain,vote_stat,session_num,vote_nbr_in_sess,reason,modifier,remark,FilePath,CommitteeID,CommitteeName
33894,23,2150821,28,2143784,"חוק החזר מקדמה בשל ביטול אירוע (נגיף הקורונה החדש), התשפ""א?2020",102,אישור החוק,2020-12-22T00:00:00,22:41,1,1,1,20,0,0,1,117,4,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_593576.pdf,2150,ועדת הכלכלה
33896,23,2150821,30,2150293,"חוק המקרקעין (תיקון מס` 34), התשפ""א-2020 ",102,אישור החוק,2020-12-22T00:00:00,22:49,1,1,1,12,0,0,1,117,6,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_593721.pdf,2212,"ועדה משותפת לוועדת החוקה, חוק ומשפט וועדת הפנים והגנת הסביבה לדיון בהצעות חוק המקרקעין "
33900,23,2150821,36,2150934,"חוק הבחירות לכנסת העשרים וארבע (הוראות מיוחדות ותיקוני חקיקה), התשפ""א-2020",102,אישור החוק,2020-12-22T00:00:00,23:41,1,1,1,68,0,0,1,117,10,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_593509.pdf,2148,"ועדת החוקה, חוק ומשפט"
33912,23,2151447,7,2151574,"חוק השכר הממוצע (הוראת שעה - נגיף הקורונה החדש), התשפ""א-2020",102,אישור החוק,2020-12-28T00:00:00,20:47,1,1,1,25,0,0,1,119,4,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_593950.pdf,2139,ועדת הכספים
33914,23,2151447,11,2088300,"חוק לדחיית מועדי תשלומי מסים והוראות לעניין מענקים בשל נגיף הקורונה החדש (תיקוני חקיקה), התשפ""א-2020",102,אישור החוק,2020-12-28T00:00:00,20:53,1,1,1,25,0,0,1,119,6,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_593951.pdf,2139,ועדת הכספים
33917,23,2151447,8,2151787,"הצעת חוק יסודות התקציב (תיקון מס` 53) (שנת תקציב המשכי), התשפ""א-2020 ",102,אישור החוק,2020-12-28T00:00:00,21:59,1,1,1,33,0,0,1,119,9,4,Unknown,,,,
33933,23,2151884,7,2143400,"חוק הביטוח הלאומי (תיקון מס` 222), התשפ""א-2021",102,אישור החוק,2021-01-05T00:00:00,17:04,1,1,1,7,0,0,1,123,5,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594378.pdf,2147,"ועדת העבודה, הרווחה והבריאות"
33935,23,2151884,9,2149085,"חוק דחיית מועדים לביצוע בדיקות של מיתקני גז (נגיף הקורונה החדש) (הוראת שעה), התשפ""א-2021",102,אישור החוק,2021-01-05T00:00:00,17:15,1,1,1,5,0,0,1,123,7,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594377.pdf,2150,ועדת הכלכלה
33940,23,2151954,7,2151922,"חוק התכנית להבראת כלכלת ישראל (תיקוני חקיקה להשגת יעדי התקציב והמדיניות הכלכלית לשנות הכספים 2003 ו-2004) (תיקון מס` 19 - הוראת שעה), התשפ""א-2021",102,אישור החוק,2021-01-11T00:00:00,13:16,1,1,1,5,0,0,1,124,3,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594612.pdf,2139,ועדת הכספים
33943,23,2151954,9,2151842,"חוק הארכת תקופות (הוראת שעה - נגיף הקורונה החדש) (אישורים רגולטוריים) (תיקון), התשפ""א-2021",102,אישור החוק,2021-01-11T00:00:00,13:38,1,1,1,5,0,0,1,124,6,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594611.pdf,2148,"ועדת החוקה, חוק ומשפט"
33946,23,2151954,10,2151923,"חוק התכנית לסיוע כלכלי (נגיף הקורונה החדש) (הוראת שעה) (תיקון מס` 4), התשפ""א-2021",102,אישור החוק,2021-01-11T00:00:00,14:15,1,1,1,24,0,0,1,124,9,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594593.pdf,2139,ועדת הכספים
33948,23,2151954,8,2151843,"חוק המידע הפלילי ותקנת השבים (תיקון), התשפ""א?2021",102,אישור החוק,2021-01-11T00:00:00,14:21,1,1,1,12,0,0,1,124,11,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594613.pdf,2148,"ועדת החוקה, חוק ומשפט"
33954,23,2151954,5,2151953,"חוק הביטוח הלאומי (תיקון מס` 223 - הוראת שעה), התשפ""א-2021",102,אישור החוק,2021-01-11T00:00:00,17:18,1,1,1,3,0,0,1,124,17,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_594660.pdf,2147,"ועדת העבודה, הרווחה והבריאות"
33967,23,2155278,2,2148343,"חוק סמכויות מיוחדות להתמודדות עם נגיף הקורונה החדש (הוראת שעה) (תיקון מס` 5), התשפ""א-2021",102,אישור החוק,2021-01-31T00:00:00,16:17,1,1,1,37,18,0,1,127,2,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_596393.pdf,2148,"ועדת החוקה, חוק ומשפט"
33979,23,2155319,3,2155338,"הצעת חוק סמכויות מיוחדות להתמודדות עם נגיף הקורונה החדש (הוראת שעה) (תיקון מס` 6), התשפ""א-2021 ",102,אישור החוק,2021-02-04T00:00:00,00:57,1,1,1,2,0,0,1,128,4,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_596699.pdf,2148,"ועדת החוקה, חוק ומשפט"
33983,23,2155348,1,2151996,"חוק סליקת שיקים ושיקים ללא כיסוי (תיקוני חקיקה), התשפ""א-2021",102,אישור החוק,2021-02-08T00:00:00,12:12,1,1,1,3,0,0,1,129,2,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_597194.pdf,2150,ועדת הכלכלה
33995,23,2155458,1,2155506,"חוק לתיקון פקודת בריאות העם (מס` 36 ? הוראת שעה ? נגיף הקורונה החדש), התשפ""א?2021",102,אישור החוק,2021-02-24T00:00:00,12:56,1,1,1,30,13,0,1,132,2,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_597903.pdf,2147,"ועדת העבודה, הרווחה והבריאות"
34006,23,2155556,9,2152002,"הצעת חוק חדלות פירעון ושיקום כלכלי (תיקון מס` 4 ? הוראת שעה ? נגיף הקורונה החדש), התשפ""א-2021 ",102,אישור החוק,2021-03-01T00:00:00,12:30,1,1,1,4,0,0,1,133,2,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_598124.pdf,2148,"ועדת החוקה, חוק ומשפט"
34035,23,2155680,3,2155640,"חוק הביטוח הלאומי (תיקון מס` 224 והוראת שעה), התשפ""א-2021",102,אישור החוק,2021-03-15T00:00:00,14:00,1,1,1,3,0,0,1,137,4,4,Unknown,,https://fs.knesset.gov.il//23/law/23_lsr_598472.pdf,2147,"ועדת העבודה, הרווחה והבריאות"
34040,23,8,2,999,,102,אישור החוק,2021-03-17T00:00:00,11:25,1,1,1,1,0,0,1,138,3,4,Unknown,,,,
34042,23,8,3,999,,102,אישור החוק,2021-03-18T00:00:00,07:28,1,1,1,5,0,0,1,138,5,4,Unknown,,,,
