kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
32700,שמחה רוטמן,24,961,הציונות הדתית,0
32696,אביגדור מעוז,24,961,הציונות הדתית,0
32693,מיכל מרים וולדיגר,24,961,הציונות הדתית,0
32689,איתמר בן גביר,24,961,הציונות הדתית,0
30055,בצלאל סמוטריץ`,24,961,הציונות הדתית,0
23551,אורית סטרוק,24,961,הציונות הדתית,0
32003,קרן ברק,24,962,הליכוד,0
23558,דוד ביטן,24,962,הליכוד,0
23564,דוד אמסלם,24,962,הליכוד,0
32692,גלית דיסטל,24,962,הליכוד,0
30057,יואב קיש,24,962,הליכוד,0
30058,מכלוף מיקי זוהר,24,962,הליכוד,0
30077,יואב גלנט,24,962,הליכוד,0
30369,אמיר אוחנה,24,962,הליכוד,0
32043,קטי קטרין שטרית,24,962,הליכוד,0
32038,שלמה קרעי,24,962,הליכוד,0
32032,חוה אתי עטייה,24,962,הליכוד,0
32029,סופר אופיר,24,962,הליכוד,0
32004,ניר ברקת,24,962,הליכוד,0
32005,מאי גולן,24,962,הליכוד,0
32024,פטין מולא,24,962,הליכוד,0
32022,אופיר כץ,24,962,הליכוד,0
30083,אלי כהן,24,962,הליכוד,0
12959,מירי מרים רגב,24,962,הליכוד,0
32016,דסטה גדי יברקן,24,962,הליכוד,0
12951,יריב לוין,24,962,הליכוד,0
1025,גילה גמליאל,24,962,הליכוד,0
965,בנימין נתניהו,24,962,הליכוד,0
4395,אבי דיכטר,24,962,הליכוד,0
12952,אורלי לוי אבקסיס,24,962,הליכוד,0
532,יולי יואל אדלשטיין,24,962,הליכוד,0
556,חיים כץ,24,962,הליכוד,0
12937,אופיר אקוניס,24,962,הליכוד,0
467,צחי הנגבי,24,962,הליכוד,0
468,ישראל כץ,24,962,הליכוד,0
477,יובל שטייניץ,24,962,הליכוד,0
23565,מרב מיכאלי,24,963,העבודה,1
23673,עמר בר לב,24,963,העבודה,1
30105,נעמה לזמי,24,963,העבודה,1
32046,רם שפע,24,963,העבודה,1
32695,אמילי חיה מואטי,24,963,העבודה,1
32697,אבתיסאם מראענה,24,963,העבודה,1
32699,גלעד קריב,24,963,העבודה,1
32701,אפרת רייטן מרום,24,963,העבודה,1
560,אחמד טיבי,24,964,הרשימה המשותפת,0
32219,סמי אבו שחאדה,24,964,הרשימה המשותפת,0
32021,כסיף עופר,24,964,הרשימה המשותפת,0
30070,אוסאמה סעדי,24,964,הרשימה המשותפת,0
30066,איימן עודה,24,964,הרשימה המשותפת,0
30067,תומא סלימאן עאידה,24,964,הרשימה המשותפת,0
526,משה גפני,24,965,יהדות התורה,0
1057,ישראל אייכלר,24,965,יהדות התורה,0
32033,יצחק פינדרוס,24,965,יהדות התורה,0
11835,אורי מקלב,24,965,יהדות התורה,0
