kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition,vip_id,mk_individual_first_name_eng,mk_individual_name_eng,Name,is_party_leader
32046,רם שפע,21,917,כחול לבן,-1,32046,Ram,Shefa,Ram Shefa,0
32013,מיקי חימוביץ,21,917,כחול לבן,-1,32013,Miki,Haimovich,Miki Haimovich,0
32012,אסף זמיר,21,917,כחול לבן,-1,32012,Asaf,Zamir,Asaf Zamir,0
32009,צבי האוזר,21,917,כחול לבן,-1,32009,Zvi,Hauser,Zvi Hauser,0
32007,בני גנץ,21,917,כחול לבן,-1,32007,Benjamin,Gantz,Benjamin Gantz,1
12963,משה יעלון,21,917,כחול לבן,-1,12963,Moshe,Ya`alon,Moshe Ya`alon,0
32006,איתן גינזבורג,21,917,כחול לבן,-1,32006,Eitan,Ginzburg,Eitan Ginzburg,0
32002,אורנה ברביבאי,21,917,כחול לבן,-1,32002,Orna,Barbivay ,Orna Barbivay ,0
32001,רם בן ברק,21,917,כחול לבן,-1,32001,Ram,Ben Barak,Ram Ben Barak,0
32000,מיכאל מרדכי ביטון,21,917,כחול לבן,-1,32000,Michael Mordechai ,Biton ,Michael Mordechai  Biton ,0
32015,יחיאל משה טרופר,21,917,כחול לבן,-1,32015,Chili ,Tropper,Chili  Tropper,0
31999,גבי אשכנזי,21,917,כחול לבן,-1,31999,Gavriel,Ashkenazi,Gavriel Ashkenazi,0
23594,יאיר לפיד,21,917,כחול לבן,-1,23594,Yair,Lapid,Yair Lapid,0
23596,יעל גרמן,21,917,כחול לבן,-1,23596,Yael,German,Yael German,0
23597,מאיר כהן,21,917,כחול לבן,-1,23597,Meir,Cohen,Meir Cohen,0
23600,עפר שלח,21,917,כחול לבן,-1,23600,Ofer,Shelah,Ofer Shelah,0
23601,יואל רזבוזוב,21,917,כחול לבן,-1,23601,Yoel,Razvozov,Yoel Razvozov,0
23631,קארין אלהרר,21,917,כחול לבן,-1,23631,Karine,Elharrar,Karine Elharrar,0
23632,מיקי לוי,21,917,כחול לבן,-1,23632,Mickey,Levy,Mickey Levy,0
23635,פנינה תמנו,21,917,כחול לבן,-1,23635,Pnina,Tameno,Pnina Tameno,0
23639,בועז טופורובסקי,21,917,כחול לבן,-1,23639,Boaz,Toporovsky,Boaz Toporovsky,0
23591,אלעזר שטרן,21,917,כחול לבן,-1,23591,Elazar,Stern,Elazar Stern,0
32016,דסטה גדי יברקן,21,917,כחול לבן,-1,32016, Desta Gadi,Yevarkan, Desta Gadi Yevarkan,0
32011,יועז הנדל,21,917,כחול לבן,-1,32011,Yoaz,Hendel,Yoaz Hendel,0
32018,עומר ינקלביץ,21,917,כחול לבן,-1,32018,Omer,Yankelevitch,Omer Yankelevitch,0
32036,אורית פרקש-הכהן,21,917,כחול לבן,-1,32036,Orit,Farkash Hacohen,Orit Farkash Hacohen,0
32041,אלון נתן שוסטר,21,917,כחול לבן,-1,32041,Alon,Schuster,Alon Schuster,0
32020,מירב כהן,21,917,כחול לבן,-1,32020,Meirav,Cohen,Meirav Cohen,0
32034,אורלי פרומן,21,917,כחול לבן,-1,32034,Orly,Froman,Orly Froman,0
32023,יוראי להב הרצנו,21,917,כחול לבן,-1,32023,Yorai,Lahav Hertzanu,Yorai Lahav Hertzanu,0
32025,רדיר מריח,21,917,כחול לבן,-1,32025,Gadeer,Kamal-Mreeh,Gadeer Kamal-Mreeh,0
32044,יזהר ניצן שי,21,917,כחול לבן,-1,32044,Izhar ,Shay,Izhar  Shay,0
32026,אבי ניסנקורן,21,917,כחול לבן,-1,32026,Avi,Nissenkorn,Avi Nissenkorn,0
32039,עדן רול,21,917,כחול לבן,-1,32039,Idan,Roll,Idan Roll,0
32027,יואב סגלוביץ,21,917,כחול לבן,-1,32027,Yoav,Segalovitz,Yoav Segalovitz,0
2291,אריה מכלוף דרעי,21,918,"ש""ס",-1,2291,Aryeh Machluf,Deri,Aryeh Machluf Deri,1
31998,משה ארבל,21,918,"ש""ס",-1,31998,Moshe,Arbel ,Moshe Arbel ,0
580,יצחק כהן,21,918,"ש""ס",-1,580,Yitzhak,Cohen,Yitzhak Cohen,0
30573,מיכאל מלכיאלי,21,918,"ש""ס",-1,30573,Michael ,Malkieli,Michael  Malkieli,0
28513,יואב בן צור,21,918,"ש""ס",-1,28513,Yoav,Ben Tzur,Yoav Ben Tzur,0
1056,יעקב מרגי,21,918,"ש""ס",-1,1056,Yakov,Margi,Yakov Margi,0
31851,ינון אזולאי,21,918,"ש""ס",-1,31851,Yinon,Azoulay,Yinon Azoulay,0
498,משולם נהרי,21,918,"ש""ס",-1,498,Meshulam,Nahari,Meshulam Nahari,0
32042,אנטאנס שחאדה,21,922,"רע""ם-בל""ד",-1,32042,Mtanes,Shihadeh,Mtanes Shihadeh,0
30068,עבד אל חכים חאג` יחיא,21,922,"רע""ם-בל""ד",-1,30068,Abd Al Hakeem,Haj Yahya,Abd Al Hakeem Haj Yahya,0
32031,מנסור עבאס,21,922,"רע""ם-בל""ד",-1,32031,Mansour,Abbas,Mansour Abbas,1
32017,היבה יזבק,21,922,"רע""ם-בל""ד",-1,32017,Heba,Yazbak,Heba Yazbak,0
32030,עידית סילמן,21,923,איחוד מפלגות הימין,-1,32030,Idit,Silman,Idit Silman,0
32029,אופיר סופר,21,923,איחוד מפלגות הימין,-1,32029,Ofir,Sofer,Ofir Sofer,0
23534,מרדכי יוגב,21,923,איחוד מפלגות הימין,-1,23534,Mordhay,Yogev,Mordhay Yogev,0
30055,בצלאל סמוטריץ,21,923,איחוד מפלגות הימין,-1,30055,Bezalel,Smotrich,Bezalel Smotrich,0
32035,רפאל פרץ,21,923,איחוד מפלגות הימין,-1,32035,Rafael,Peretz,Rafael Peretz,1
30070,אוסאמה סעדי,21,924,"חד""ש-תע""ל",-1,30070,Osama,Saadi,Osama Saadi,0
32021,עופר כסיף,21,924,"חד""ש-תע""ל",-1,32021,Ofer,Cassif,Ofer Cassif,0
30067,עאידה תומא סלימאן,21,924,"חד""ש-תע""ל",-1,30067,Aida  ,Touma Sliman,Aida   Touma Sliman,0
30066,איימן עודה,21,924,"חד""ש-תע""ל",-1,30066,Ayman,Odeh,Ayman Odeh,1
30069,יוסף ג`בארין,21,924,"חד""ש-תע""ל",-1,30069,Yousef,Jabareen,Yousef Jabareen,0
560,אחמד טיבי,21,924,"חד""ש-תע""ל",-1,560,Ahmad,Tibi,Ahmad Tibi,0
557,עמיר פרץ,21,925,העבודה,-1,557,Amir,Peretz,Amir Peretz,0
32040,טל רוסו,21,925,העבודה,-1,32040,Tal,Rousso,Tal Rousso,0
23566,סתיו שפיר,21,925,העבודה,-1,23566,Stav,Shaffir,Stav Shaffir,0
30216,אבי גבאי,21,925,העבודה,-1,30216,Avi,Gabbay,Avi Gabbay,1
23568,איציק שמולי,21,925,העבודה,-1,23568,Itzik,Shmuli,Itzik Shmuli,0
4405,שלי יחימוביץ,21,925,העבודה,-1,4405,Shelly,Yachimovich,Shelly Yachimovich,0
23653,מיכל רוזין,21,926,מרצ,-1,23653,Michal,Rozin,Michal Rozin,0
