kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
28513,יואב בן צור,22,932,"ש""ס",-1
498,משולם נהרי,22,932,"ש""ס",-1
1056,יעקב מרגי,22,932,"ש""ס",-1
31998,משה ארבל,22,932,"ש""ס",-1
31851,ינון אזולאי,22,932,"ש""ס",-1
30573,מלכיאלי מיכאל,22,932,"ש""ס",-1
32220,משה אבוטבול,22,932,"ש""ס",-1
580,יצחק כהן,22,932,"ש""ס",-1
12959,מירי מרים רגב,22,933,הליכוד,-1
23558,דוד ביטן,22,933,הליכוד,-1
23564,דוד אמסלם,22,933,הליכוד,-1
30057,יואב קיש,22,933,הליכוד,-1
30058,מכלוף מיקי זוהר,22,933,הליכוד,-1
30083,אלי אליהו כהן,22,933,הליכוד,-1
12951,יריב לוין,22,933,הליכוד,-1
30369,אמיר אוחנה,22,933,הליכוד,-1
32003,קרן ברק,22,933,הליכוד,-1
32022,אופיר כץ,22,933,הליכוד,-1
32045,מיכל שיר,22,933,הליכוד,-1
32032,חוה אתי עטייה,22,933,הליכוד,-1
32038,שלמה קרעי,22,933,הליכוד,-1
30082,יפעת שאשא ביטון,22,933,הליכוד,-1
12948,ציפי חוטובלי,22,933,הליכוד,-1
467,צחי הנגבי,22,933,הליכוד,-1
32043,קטי קטרין שטרית,22,933,הליכוד,-1
532,יולי יואל אדלשטיין,22,933,הליכוד,-1
556,חיים כץ,22,933,הליכוד,-1
965,בנימין נתניהו,22,933,הליכוד,-1
1027,גדעון סער,22,933,הליכוד,-1
1034,משה כחלון,22,933,הליכוד,-1
1037,גלעד ארדן,22,933,הליכוד,-1
468,ישראל כץ,22,933,הליכוד,-1
477,יובל שטייניץ,22,933,הליכוד,-1
12937,אופיר אקוניס,22,933,הליכוד,-1
4395,אבי דיכטר,22,933,הליכוד,-1
4397,זאב אלקין,22,933,הליכוד,-1
557,עמיר פרץ,22,934,העבודה-גשר,-1
23565,מרב מיכאלי,22,934,העבודה-גשר,-1
23568,איציק שמולי,22,934,העבודה-גשר,-1
12952,אורלי לוי אבקסיס,22,934,העבודה-גשר,-1
30061,רויטל סויד,22,934,העבודה-גשר,-1
23673,עמר בר-לב,22,934,העבודה-גשר,-1
32029,אופיר סופר,22,935,הבית היהודי - האיחוד הלאומי,-1
32208,מתן כהנא,22,935,הבית היהודי - האיחוד הלאומי,-1
23512,אילת שקד,22,935,הבית היהודי - האיחוד הלאומי,-1
30055,בצלאל סמוטריץ`,22,935,הבית היהודי - האיחוד הלאומי,-1
23534,מרדכי יוגב,22,935,הבית היהודי - האיחוד הלאומי,-1
32035,רפאל פרץ,22,935,הבית היהודי - האיחוד הלאומי,-1
1057,ישראל אייכלר,22,936,יהדות התורה,-1
528,יעקב ליצמן,22,936,יהדות התורה,-1
23641,יעקב אשר,22,936,יהדות התורה,-1
32014,יעקב טסלר,22,936,יהדות התורה,-1
526,משה גפני,22,936,יהדות התורה,-1
11835,אורי מקלב,22,936,יהדות התורה,-1
563,מאיר פרוש,22,936,יהדות התורה,-1
23560,יוליה מלינובסקי,22,937,ישראל ביתנו,-1
31997,אלי אבידר,22,937,ישראל ביתנו,-1
32209,אלכס קושניר,22,937,ישראל ביתנו,-1
12938,חמד עמאר,22,937,ישראל ביתנו,-1
30309,עודד פורר,22,937,ישראל ביתנו,-1
32214,מרק איפראימוב,22,937,ישראל ביתנו,-1
32028,יבגני סובה,22,937,ישראל ביתנו,-1
32018,עומר ינקלביץ`,22,938,כחול לבן,-1
32011,יועז הנדל,22,938,כחול לבן,-1
32016,דסטה יברקן,22,938,כחול לבן,-1
32020,מירב כהן,22,938,כחול לבן,-1
32046,רם שפע,22,938,כחול לבן,-1
32025,ע`דיר כמאל מריח,22,938,כחול לבן,-1
32015,חילי טרופר,22,938,כחול לבן,-1
32026,אבי ניסנקורן,22,938,כחול לבן,-1
32013,מיקי חיימוביץ`,22,938,כחול לבן,-1
32027,יואב סגלוביץ,22,938,כחול לבן,-1
32012,אסף זמיר,22,938,כחול לבן,-1
32041,אלון שוסטר,22,938,כחול לבן,-1
32009,צבי האוזר,22,938,כחול לבן,-1
