kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
23568,איציק שמולי,19,805,העבודה,0
23567,אראל - נחום מרגלית,19,805,העבודה,0
23566,סתיו שפיר,19,805,העבודה,0
23565,מרב מיכאלי,19,805,העבודה,0
445,איתן כבל,19,805,העבודה,0
12961,נחמן שי,19,805,העבודה,0
1044,יצחק הרצוג,19,805,העבודה,0
4407,אבישי ברוורמן,19,805,העבודה,0
9615,חיליק בר,19,805,העבודה,0
540,מוחמד ברכה,19,806,"חד""ש",0
12936,עפו אגבאריה,19,806,"חד""ש",0
4295,חנא סוייד,19,806,"חד""ש",0
4416,דב חנין,19,806,"חד""ש",0
526,משה גפני,19,807,יהדות התורה,0
563,מאיר פרוש,19,807,יהדות התורה,0
1057,ישראל אייכלר,19,807,יהדות התורה,0
528,יעקב ליצמן,19,807,יהדות התורה,0
11835,אורי מקלב,19,807,יהדות התורה,0
23641,יעקב אשר,19,807,יהדות התורה,0
12955,מנחם אליעזר מוזס,19,807,יהדות התורה,0
23652,עיסאווי פריג`,19,808,מרצ,0
23651,תמר זנדברג,19,808,מרצ,0
12947,ניצן הורוביץ,19,808,מרצ,0
503,אילן גילאון,19,808,מרצ,0
504,זהבה גלאון,19,808,מרצ,0
23653,מיכל רוזין,19,808,מרצ,0
4376,ישראל חסון,19,809,קדימה,0
949,שאול מופז,19,809,קדימה,0
4297,אברהים צרצור,19,810,"רע""מ-תע""ל",0
23642,טלב אבו עראר,19,810,"רע""מ-תע""ל",0
560,אחמד טיבי,19,810,"רע""מ-תע""ל",0
12945,מסעוד גנאים,19,810,"רע""מ-תע""ל",0
28513,יואב בן צור,19,811,"ש""ס",0
4417,אריאל אטיאס,19,811,"ש""ס",0
4419,אברהם מיכאלי,19,811,"ש""ס",0
29855,ליאור אדרי,19,811,"ש""ס",0
483,דוד אזולאי,19,811,"ש""ס",0
490,נסים זאב,19,811,"ש""ס",0
494,אליהו ישי,19,811,"ש""ס",0
2291,אריה דרעי,19,811,"ש""ס",0
488,יצחק וקנין,19,811,"ש""ס",0
580,יצחק כהן,19,811,"ש""ס",0
498,משולם נהרי,19,811,"ש""ס",0
1056,יעקב מרגי,19,811,"ש""ס",0
495,אמנון כהן,19,811,"ש""ס",0
23632,מיקי לוי,19,812,יש עתיד,1
23638,דב ליפמן,19,812,יש עתיד,1
23637,יפעת קריב,19,812,יש עתיד,1
23636,רינה פרנקל,19,812,יש עתיד,1
23635,פנינה תמנו-שטה,19,812,יש עתיד,1
23634,רות קלדרון,19,812,יש עתיד,1
23633,שמעון סולומון,19,812,יש עתיד,1
23639,בועז טופורובסקי,19,812,יש עתיד,1
23631,קארין אלהרר,19,812,יש עתיד,1
23601,יואל רזבוזוב,19,812,יש עתיד,1
23600,עפר שלח,19,812,יש עתיד,1
23640,רונן הופמן,19,812,יש עתיד,1
23598,יעקב פרי,19,812,יש עתיד,1
23597,מאיר כהן,19,812,יש עתיד,1
23596,יעל גרמן,19,812,יש עתיד,1
23595,שי פירון,19,812,יש עתיד,1
23594,יאיר לפיד,19,812,יש עתיד,1
23602,עדי קול,19,812,יש עתיד,1
23599,עליזה לביא,19,812,יש עתיד,1
1042,עמרם מצנע,19,813,התנועה,1
23592,דוד צור,19,813,התנועה,1
478,מאיר שטרית,19,813,התנועה,1
557,עמיר פרץ,19,813,התנועה,1
469,ציפי לבני,19,813,התנועה,1
23591,אלעזר שטרן,19,813,התנועה,1
4409,אלכס מילר,19,843,ישראל ביתנו,1
11235,לאון ליטינצקי,19,843,ישראל ביתנו,1
