kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
4405,שלי יחימוביץ`,20,902,המחנה הציוני,0
445,איתן כבל,20,902,המחנה הציוני,0
9615,יחיאל (חיליק) בר,20,902,המחנה הציוני,0
469,ציפי לבני,20,902,המחנה הציוני,0
1044,יצחק הרצוג,20,902,המחנה הציוני,0
12961,נחמן שי,20,902,המחנה הציוני,0
4355,יואל חסון,20,902,המחנה הציוני,0
560,אחמד טיבי,20,903,הרשימה המשותפת,0
30067,עאידה תומא סלימאן,20,903,הרשימה המשותפת,0
31747,יוסף עטאונה,20,903,הרשימה המשותפת,0
1061,ג`מאל זחאלקה,20,903,הרשימה המשותפת,0
30068,עבד אל חכים חאג` יחיא,20,903,הרשימה המשותפת,0
31665,ג`מעה אזברגה,20,903,הרשימה המשותפת,0
31722,סעיד אלחרומי,20,903,הרשימה המשותפת,0
30069,יוסף ג`בארין,20,903,הרשימה המשותפת,0
30070,אוסאמה סעדיה,20,903,הרשימה המשותפת,0
23642,טלב אבו עראר,20,903,הרשימה המשותפת,0
30071,עבדאללה אבו מערוף,20,903,הרשימה המשותפת,0
30066,איימן עודה,20,903,הרשימה המשותפת,0
23643,באסל גטאס,20,903,הרשימה המשותפת,0
12945,מסעוד גנאים,20,903,הרשימה המשותפת,0
31818,ואאל יונס,20,903,הרשימה המשותפת,0
12964,חנין זועבי,20,903,הרשימה המשותפת,0
4416,דב חנין,20,903,הרשימה המשותפת,0
31911,ניבין אבו רחמון,20,903,הרשימה המשותפת,0
10395,אלעזר שטרן,20,904,יש עתיד,0
30074,חיים ילין,20,904,יש עתיד,0
23591,אלעזר שטרן,20,904,יש עתיד,0
23632,מיקי לוי,20,904,יש עתיד,0
23594,יאיר לפיד,20,904,יש עתיד,0
23601,יואל רזבוזוב,20,904,יש עתיד,0
23600,עפר שלח,20,904,יש עתיד,0
23599,עליזה לביא,20,904,יש עתיד,0
23598,יעקב פרי,20,904,יש עתיד,0
23597,מאיר כהן,20,904,יש עתיד,0
23596,יעל גרמן,20,904,יש עתיד,0
23595,שי פירון,20,904,יש עתיד,0
23631,קארין אלהרר,20,904,יש עתיד,0
23635,פנינה תמנו,20,904,יש עתיד,0
30076,שרון גל,20,905,ישראל ביתינו,1
12952,אורלי לוי אבקסיס,20,905,ישראל ביתינו,1
23560,יוליה מלינובסקי,20,905,ישראל ביתינו,1
30309,עודד פורר,20,905,ישראל ביתינו,1
427,אביגדור ליברמן,20,905,ישראל ביתינו,1
12938,חמד עמאר,20,905,ישראל ביתינו,1
4412,רוברט אילטוב,20,905,ישראל ביתינו,1
448,סופה לנדבר,20,905,ישראל ביתינו,1
30083,אלי כהן,20,906,כולנו,1
30082,יפעת שאשא ביטון,20,906,כולנו,1
30081,טלי פלוסקוב,20,906,כולנו,1
30080,רחל עזריה,20,906,כולנו,1
30079,מיכאל אורן,20,906,כולנו,1
30078,אלי אלאלוף,20,906,כולנו,1
30077,יואב גלנט,20,906,כולנו,1
30084,רועי פולקמן,20,906,כולנו,1
22151,אכרם חסון,20,906,כולנו,1
30102,מירב בן ארי,20,906,כולנו,1
1034,משה כחלון,20,906,כולנו,1
23511,נפתלי בנט,20,907,הבית היהודי,1
23512,איילת שקד,20,907,הבית היהודי,1
23531,אלי בן-דהן,20,907,הבית היהודי,1
23534,מרדכי יוגב,20,907,הבית היהודי,1
23553,שולי מועלם-רפאלי,20,907,הבית היהודי,1
713,אורי אריאל,20,907,הבית היהודי,1
30054,ינון מגל,20,907,הבית היהודי,1
1068,ניסן סלומינסקי,20,907,הבית היהודי,1
30055,בצלאל סמוטריץ`,20,907,הבית היהודי,1
526,משה גפני,20,908,יהדות התורה,1
12955,מנחם אליעזר מוזס,20,908,יהדות התורה,1
563,מאיר פרוש,20,908,יהדות התורה,1
11835,אורי מקלב,20,908,יהדות התורה,1
1057,ישראל אייכלר,20,908,יהדות התורה,1
23641,יעקב אשר,20,908,יהדות התורה,1
528,יעקב ליצמן,20,908,יהדות התורה,1
511,מוסי רז,20,909,מרצ,0
504,זהבה גלאון,20,909,מרצ,0
503,אילן גילאון,20,909,מרצ,0
23651,תמר זנדברג,20,909,מרצ,0
23652,עיסווי פריג`,20,909,מרצ,0
23653,מיכל רוזין,20,909,מרצ,0
31851,ינון אזולאי,20,910,"ש""ס",1
31729,דן סידה,20,910,"ש""ס",1
28513,יואב בן צור,20,910,"ש""ס",1
30573,מלכיאלי מיכאל,20,910,"ש""ס",1
30400,יגאל גואטה,20,910,"ש""ס",1
483,דוד אזולאי,20,910,"ש""ס",1
488,יצחק וקנין,20,910,"ש""ס",1
498,משולם נהרי,20,910,"ש""ס",1
580,יצחק כהן,20,910,"ש""ס",1
2291,אריה דרעי,20,910,"ש""ס",1
1056,יעקב מרגי,20,910,"ש""ס",1
