kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
2291,אריה מכלוף דרעי,23,947,"ש""ס",1
28513,יואב בן צור,23,947,"ש""ס",1
32208,מתן כהנא,23,948,ימינה,0
23511,נפתלי בנט,23,948,ימינה,0
23512,אילת שקד,23,948,ימינה,0
30055,בצלאל סמוטריץ`,23,948,ימינה,0
32029,אופיר סופר,23,948,ימינה,0
32035,רפי פרץ,23,948,ימינה,0
23565,מרב מיכאלי,23,949,העבודה-גשר-מרצ,1
32211,יאיר גולן,23,949,העבודה-גשר-מרצ,1
23651,תמר זנדברג,23,949,העבודה-גשר-מרצ,1
12952,אורלי לוי אבקסיס,23,949,העבודה-גשר-מרצ,1
12947,ניצן הורוביץ,23,949,העבודה-גשר-מרצ,1
557,עמיר פרץ,23,949,העבודה-גשר-מרצ,1
23568,איציק שמולי,23,949,העבודה-גשר-מרצ,1
32023,להב הרצנו יוראי,23,955,"יש עתיד - תל""ם",0
32664,כנפו ענת,23,955,"יש עתיד - תל""ם",0
503,אילן גילאון,23,959,מרצ,0
