kmmbr_id,kmmbr_name,knesset_num,faction_id,faction_name,is_coalition
504,זהבה גלאון,17,640,מרצ,0
505,אבשלום וילן,17,640,מרצ,0
507,רן כהן,17,640,מרצ,0
412,צבי הנדל,17,642,"איחוד לאומי-מפד""ל",0
521,זבולון אורלב,17,642,"איחוד לאומי-מפד""ל",0
2232,אליהו גבאי,17,642,"איחוד לאומי-מפד""ל",0
713,אורי אריאל,17,642,"איחוד לאומי-מפד""ל",0
405,בנימין אלון,17,642,"איחוד לאומי-מפד""ל",0
765,יצחק לוי,17,642,"איחוד לאומי-מפד""ל",0
1068,ניסן סלומינסקי,17,642,"איחוד לאומי-מפד""ל",0
1055,אריה אלדד,17,642,"איחוד לאומי-מפד""ל",0
763,אפי איתם,17,642,"איחוד לאומי-מפד""ל",0
462,מיכאל איתן,17,690,ליכוד,0
468,ישראל כץ,17,690,ליכוד,0
470,לימור לבנת,17,690,ליכוד,0
473,דני נוה,17,690,ליכוד,0
476,ראובן ריבלין,17,690,ליכוד,0
479,סילבן שלום,17,690,ליכוד,0
1037,גלעד ארדן,17,690,ליכוד,0
1034,משה כחלון,17,690,ליכוד,0
1027,גדעון סער,17,690,ליכוד,0
965,בנימין נתניהו,17,690,ליכוד,0
535,נתן שרנסקי,17,690,ליכוד,0
556,חיים כץ,17,690,ליכוד,0
477,יובל שטייניץ,17,690,ליכוד,0
532,יולי-יואל אדלשטיין,17,690,ליכוד,0
